geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
WP1261	ErbB signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1261&label[]=Abl1&label[]=Akt3&label[]=Egfr&label[]=Map2k1&label[]=Mapk8&label[]=Plcg1&label[]=Ptk2&label[]=Tgfa&colors=steelblue	46	8	1.8599204595669465	4.301259206462342	4.2718281370061786e-4	0.05438101914709174	23797;18803;26419;13649;21802;26395;14083;11350	Abl1;Akt3;Egfr;Map2k1;Mapk8;Plcg1;Ptk2;Tgfa
WP37	IL 1 signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP37&label[]=Casp1&label[]=Il1a&label[]=Map2k1&label[]=Mapk8&label[]=Nfkbib&label[]=Plcg1&label[]=Tab1&colors=steelblue	37	7	1.4960229783473264	4.679072515138089	0.00057852148028820995	0.05438101914709174	26395;16175;18803;66513;18036;26419;12362	Casp1;Il1a;Map2k1;Mapk8;Nfkbib;Plcg1;Tab1
WP493	Mapk signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP493&label[]=Akt3&label[]=Casp1&label[]=Daxx&label[]=Ddit3&label[]=Dusp4&label[]=Egfr&label[]=Il1a&label[]=Kras&label[]=Map2k1&label[]=Map3k4&label[]=Mapk8&label[]=Mapt&label[]=Ppp3r2&label[]=Rap1b&label[]=Tab1&colors=steelblue	159	15	6.42885550154662	2.3332302299206105	0.0017232920823921514	0.10799297049657482	13649;13198;16653;16175;19059;26407;26395;319520;66513;13163;17762;23797;12362;26419;215449	Akt3;Casp1;Daxx;Ddit3;Dusp4;Egfr;Il1a;Kras;Map2k1;Map3k4;Mapk8;Mapt;Ppp3r2;Rap1b;Tab1
WP295	Electron transport chain	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP295&label[]=COX2&label[]=Cox7b&label[]=Cox8a&label[]=ND1&label[]=ND2&label[]=ND4&label[]=ND5&label[]=Ndufa7&label[]=Ndufb7&label[]=Slc25a27&colors=steelblue	93	10	3.76027397260274	2.659380692167577	0.003988686412093166	0.1874682613683788	17709;74011;17717;66142;17721;66916;12868;17716;66416;17719	COX2;Cox7b;Cox8a;ND1;ND2;ND4;ND5;Ndufa7;Ndufb7;Slc25a27
WP4265	Ethanol metabolism resulting in production of ROS by CYP2E1	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP4265&label[]=Mafg&label[]=Map2k1&label[]=Mapk8&colors=steelblue	10	3	0.40433053468846664	7.419672131147541	0.00632325022684676	0.23775420852943818	26419;17134;26395	Mafg;Map2k1;Mapk8
WP1248	Oxidative phosphorylation	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP1248&label[]=ND1&label[]=ND2&label[]=ND4&label[]=ND5&label[]=Ndufa7&label[]=Ndufb7&colors=steelblue	54	6	2.18338488731772	2.74802671523983	0.020739061909431613	0.5830124608657749	66916;66416;17721;17716;17719;17717	ND1;ND2;ND4;ND5;Ndufa7;Ndufb7
WP412	Oxidative stress response	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP412&label[]=Gpx3&label[]=Gsr&label[]=Junb&label[]=Nfix&colors=steelblue	28	4	1.1321254971277066	3.5331772053083528	0.02477091945814342	0.5830124608657749	18032;14782;14778;16477	Gpx3;Gsr;Junb;Nfix
WP2292	Chemokine signaling pathway	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2292&label[]=Akt3&label[]=Ccl24&label[]=Ccl5&label[]=Ccr7&label[]=Cxcl16&label[]=Kras&label[]=Map2k1&label[]=Nfkbib&label[]=Pik3r3&label[]=Plcb3&label[]=Ptk2&label[]=Rap1b&label[]=Stat2&colors=steelblue	176	13	7.116217410517013	1.826813214108296	0.024809040887905313	0.5830124608657749	66102;14083;18710;12775;20847;18797;16653;56221;23797;26395;20304;18036;215449	Akt3;Ccl24;Ccl5;Ccr7;Cxcl16;Kras;Map2k1;Nfkbib;Pik3r3;Plcb3;Ptk2;Rap1b;Stat2
WP2075	Alzheimer 39 s disease	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP2075&label[]=Apbb1&label[]=Mapt&label[]=Mme&label[]=Plcb3&label[]=Ppp3r2&label[]=Psen1&label[]=Tnfrsf1a&colors=steelblue	74	7	2.992045956694653	2.3395362575690446	0.02887738692720332	0.6032165269238027	11785;19164;17380;21937;19059;18797;17762	Apbb1;Mapt;Mme;Plcb3;Ppp3r2;Psen1;Tnfrsf1a
WP85	Focal adhesion	http://www.wikipathways.org/wpi/PathwayWidget.php?id=WP85&label[]=Akt3&label[]=Arhgap5&label[]=Col5a2&label[]=Dock1&label[]=Egfr&label[]=Itgav&label[]=Itgb2&label[]=Map2k1&label[]=Mapk8&label[]=Pip5k1c&label[]=Ptk2&label[]=Rap1b&label[]=Tnr&colors=steelblue	185	13	7.4801148917366325	1.7379412199084332	0.03540030034822748	0.6655256465466766	13649;12832;18717;330662;16410;14083;23797;16414;215449;26419;11855;26395;21960	Akt3;Arhgap5;Col5a2;Dock1;Egfr;Itgav;Itgb2;Map2k1;Mapk8;Pip5k1c;Ptk2;Rap1b;Tnr
